-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 11/21/2025 in LST
Location: latitude  11.5662   longitude 104.882 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 9.54 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR
2021,7,3,33.64,24.93,29.43,76.51,1.55,266.8,100.61,0.01
2021,7,4,32.05,25.75,28.41,81.58,2.77,224.4,100.54,0.1
2021,7,5,31.46,24.27,27.41,83.0,4.02,229.7,100.54,2.26
2021,7,6,30.14,23.76,26.6,87.83,3.32,231.3,100.5,26.5
2021,7,7,29.36,24.09,26.55,88.88,4.02,205.9,100.54,17.38
2021,7,8,28.97,24.7,26.45,90.64,3.96,219.2,100.57,42.71
2021,7,9,27.83,24.21,25.79,92.92,3.53,191.7,100.59,36.66
2021,7,10,30.6,24.25,26.96,88.06,3.52,176.1,100.58,2.21
2021,7,11,32.1,24.28,27.73,82.14,1.71,161.8,100.72,1.0
2021,7,12,30.1,24.79,27.26,87.24,2.77,160.4,100.75,0.48
2021,7,13,30.97,24.39,27.56,85.56,1.91,194.7,100.65,6.55
2021,7,14,28.06,24.82,26.35,91.76,2.3,204.4,100.6,16.23
2021,7,15,30.02,24.06,26.7,88.14,2.31,214.8,100.7,10.88
2021,7,16,31.03,23.49,27.3,84.53,2.5,248.3,100.79,0.56
2021,7,17,31.82,24.31,27.89,85.08,3.01,259.1,100.63,6.12
2021,7,18,30.49,24.45,27.03,88.16,3.66,244.2,100.55,6.84
2021,7,19,30.17,24.39,26.88,85.32,4.56,237.0,100.66,1.45
2021,7,20,31.67,23.9,27.28,84.57,4.43,236.6,100.75,4.48
2021,7,21,29.26,24.87,26.62,88.55,4.37,230.4,100.69,13.28
2021,7,22,30.67,24.06,27.2,87.84,3.74,232.5,100.63,11.35
2021,7,23,30.02,24.96,27.15,87.25,3.93,243.0,100.6,1.42
2021,7,24,29.44,24.39,26.7,87.25,4.6,236.0,100.59,1.91
2021,7,25,30.14,23.87,26.67,87.3,4.71,235.2,100.63,2.33
2021,7,26,29.78,24.09,26.82,89.75,3.91,236.6,100.54,9.53
2021,7,27,31.28,24.34,27.27,87.18,4.43,248.0,100.5,21.29
2021,7,28,30.78,23.76,26.83,89.86,3.87,231.7,100.46,20.25
2021,7,29,30.48,24.82,27.2,90.56,4.27,230.3,100.57,20.89
2021,7,30,29.91,25.08,27.0,89.79,4.53,230.8,100.68,12.58
2021,7,31,31.24,24.53,27.36,85.51,4.07,241.7,100.7,1.38
2021,8,1,30.56,24.61,27.2,86.33,4.24,241.3,100.58,6.26
2021,8,2,30.73,24.22,27.07,87.96,4.41,231.9,100.57,4.49
2021,8,3,29.95,24.64,26.89,89.05,4.29,233.2,100.64,0.29
2021,8,4,29.97,24.8,27.04,89.37,3.91,230.2,100.69,0.12
2021,8,5,29.86,23.77,26.82,87.63,4.4,227.7,100.7,1.22
2021,8,6,30.46,23.68,26.86,87.35,4.66,224.7,100.75,1.08
2021,8,7,31.54,24.74,27.66,86.94,3.78,237.2,100.74,0.01
2021,8,8,31.55,24.75,28.1,87.63,2.63,247.3,100.71,0.05
2021,8,9,31.75,25.43,28.29,86.53,2.72,241.8,100.58,0.43
2021,8,10,31.57,25.69,28.08,89.45,4.23,219.1,100.49,2.74
2021,8,11,30.86,26.02,27.9,88.98,3.93,196.8,100.73,3.44
2021,8,12,30.11,24.86,27.32,90.03,3.23,203.2,100.94,17.66
2021,8,13,30.43,24.3,27.07,87.87,3.84,223.5,100.75,7.51
2021,8,14,29.81,24.63,26.81,88.4,2.91,221.6,100.65,1.07
2021,8,15,29.47,24.1,26.21,88.08,2.42,205.6,100.88,0.77
2021,8,16,32.77,22.65,28.27,75.68,1.49,313.7,101.04,0.05
2021,8,17,31.62,24.44,28.16,79.68,1.26,6.0,100.94,1.77
2021,8,18,30.61,25.27,27.95,83.73,1.19,341.7,100.73,13.07
2021,8,19,30.7,24.64,27.22,84.41,3.68,227.8,100.71,6.02
2021,8,20,32.18,24.57,27.82,81.47,2.25,195.5,100.78,7.05
2021,8,21,32.01,24.15,27.8,82.67,2.24,209.0,100.8,15.18
2021,8,22,31.01,24.6,27.48,86.08,3.29,224.5,100.68,2.06
2021,8,23,30.44,24.47,27.11,88.8,3.7,220.6,100.66,7.0
2021,8,24,30.29,24.36,26.93,89.67,3.49,215.2,100.58,44.57
2021,8,25,28.64,24.22,26.16,91.6,3.38,211.6,100.61,61.88
2021,8,26,29.56,23.8,26.33,90.95,3.59,196.0,100.61,7.02
2021,8,27,28.16,24.41,26.06,91.99,3.55,192.0,100.63,3.4
2021,8,28,29.99,23.86,26.88,86.1,1.81,264.3,100.63,0.57
2021,8,29,28.37,23.89,26.02,89.61,2.75,310.6,100.62,0.84
2021,8,30,30.69,24.46,27.09,85.66,1.49,223.2,100.68,26.39
2021,8,31,30.54,24.5,27.39,85.07,1.33,235.9,100.72,17.05
2021,9,1,29.79,24.72,26.92,89.2,2.19,216.8,100.69,14.58
2021,9,2,30.6,24.0,27.07,88.3,2.79,208.1,100.64,11.76
2021,9,3,28.27,24.23,26.09,92.6,2.16,226.0,100.61,8.1
2021,9,4,28.83,23.63,25.74,89.65,3.51,233.3,100.75,6.6
2021,9,5,30.47,23.29,26.66,84.45,2.69,251.4,100.75,0.43
2021,9,6,30.49,24.2,27.12,85.65,1.38,245.1,100.77,8.82
2021,9,7,28.37,24.65,26.17,92.6,3.12,216.0,100.63,12.26
2021,9,8,28.77,23.57,26.15,92.54,4.51,195.8,100.5,24.36
2021,9,9,28.59,25.26,26.53,93.38,4.28,197.9,100.6,6.41
2021,9,10,29.13,24.91,26.71,91.95,3.37,215.7,100.68,4.81
2021,9,11,28.8,24.36,26.3,92.44,3.48,252.4,100.59,2.58
2021,9,12,30.63,24.06,26.76,87.41,4.15,267.0,100.4,0.91
2021,9,13,27.65,23.75,25.75,91.07,3.57,252.1,100.5,7.95
2021,9,14,29.37,23.26,26.07,90.0,2.03,223.1,100.74,39.75
2021,9,15,29.1,24.13,26.32,90.42,3.44,197.9,100.84,46.01
2021,9,16,30.13,23.67,26.69,88.51,2.79,170.8,100.82,1.42
2021,9,17,30.91,24.1,27.59,82.54,0.96,229.5,100.8,3.91
2021,9,18,30.04,24.26,27.34,86.74,1.77,359.8,100.76,3.29
2021,9,19,27.79,24.43,26.1,93.71,3.08,269.5,100.73,40.17
2021,9,20,29.4,23.26,26.14,89.8,3.18,210.1,100.71,3.09
2021,9,21,30.39,23.79,26.69,88.64,2.48,194.6,100.65,18.27
2021,9,22,29.26,24.34,26.45,91.41,3.47,207.8,100.65,6.18
2021,9,23,28.17,24.23,26.01,93.36,2.66,223.7,100.74,7.75
2021,9,24,28.57,23.61,26.09,92.09,3.03,221.8,100.7,12.67
2021,9,25,29.2,24.15,26.36,90.98,2.85,209.2,100.67,7.43
2021,9,26,30.15,23.91,26.92,84.83,0.97,48.4,100.68,0.81
2021,9,27,30.04,24.36,27.21,88.06,1.97,139.8,100.7,1.85
2021,9,28,28.53,24.42,26.19,90.47,1.62,166.5,100.75,18.32
2021,9,29,32.01,23.91,27.77,83.88,1.39,216.3,100.65,5.81
2021,9,30,29.4,25.26,27.05,90.82,2.34,233.7,100.69,2.98
2021,10,1,30.37,23.95,26.79,87.74,2.7,213.6,100.79,3.15
2021,10,2,28.14,24.7,26.26,93.63,2.83,210.3,100.84,34.22
2021,10,3,29.85,23.65,26.91,85.27,1.22,224.8,100.72,0.94
2021,10,4,31.45,24.32,27.73,83.4,1.49,38.2,100.6,1.01
2021,10,5,29.73,25.33,27.15,87.18,1.32,124.5,100.53,10.56
2021,10,6,30.09,24.18,26.96,86.33,2.05,272.3,100.36,31.26
2021,10,7,28.7,24.2,26.33,91.57,2.76,234.4,100.32,2.89
2021,10,8,29.41,25.21,26.78,91.53,3.2,260.5,100.33,19.2
2021,10,9,29.2,24.44,26.54,92.55,3.98,230.0,100.49,5.27
2021,10,10,30.38,24.24,26.89,90.98,3.71,237.3,100.44,6.99
2021,10,11,28.68,24.86,26.55,93.64,3.47,224.3,100.41,12.53
2021,10,12,27.67,24.78,25.86,93.79,4.01,216.5,100.43,18.9
2021,10,13,29.26,24.71,26.46,93.31,3.41,234.6,100.27,12.28
2021,10,14,28.78,24.58,26.48,93.51,3.9,214.0,100.38,15.39
2021,10,15,29.85,24.95,26.95,90.41,3.19,216.5,100.5,2.4
2021,10,16,30.27,24.3,26.94,83.06,1.9,275.5,100.68,4.99
2021,10,17,27.33,22.97,24.88,92.35,3.19,306.4,100.74,14.14
2021,10,18,30.05,21.15,25.58,88.77,2.51,65.8,100.88,0.35
2021,10,19,30.61,23.6,27.05,88.23,2.06,125.4,101.12,0.32
2021,10,20,30.45,25.02,27.52,87.06,1.16,184.4,101.12,7.04
2021,10,21,30.51,24.78,27.26,85.26,2.36,156.4,101.03,11.52
2021,10,22,29.65,24.04,26.64,89.24,2.11,144.7,101.05,2.24
2021,10,23,27.08,24.47,25.69,91.75,1.52,260.5,101.12,4.14
2021,10,24,30.49,23.48,26.59,86.92,3.71,28.6,101.02,0.18
2021,10,25,28.36,23.48,25.64,90.63,3.56,12.4,100.91,0.25
2021,10,26,31.27,24.12,27.16,86.72,3.23,0.0,100.78,0.0
2021,10,27,29.17,24.31,26.25,89.9,4.11,303.5,100.7,0.99
2021,10,28,29.99,24.57,26.91,89.64,3.35,179.1,100.83,1.99
2021,10,29,31.1,24.01,27.32,86.85,1.72,96.9,101.05,0.66
2021,10,30,30.84,24.65,27.28,88.04,1.75,99.3,101.07,12.67
2021,10,31,29.75,24.6,26.95,89.35,2.15,106.9,101.04,2.09
2021,11,1,30.24,24.88,27.41,87.19,1.26,37.8,100.98,6.83
2021,11,2,30.98,24.65,27.39,86.59,2.04,39.7,100.96,7.25
2021,11,3,31.44,24.58,27.69,84.23,2.0,76.0,100.92,7.99
2021,11,4,30.84,24.64,26.91,88.36,1.71,139.0,100.9,1.19
2021,11,5,30.81,24.56,27.18,87.11,1.73,105.6,100.78,23.02
2021,11,6,30.65,23.47,26.97,89.09,2.12,143.5,100.62,11.65
2021,11,7,30.7,24.04,27.5,87.75,1.76,129.0,100.6,4.79
2021,11,8,30.82,24.91,27.79,87.32,1.89,104.1,100.7,11.44
2021,11,9,29.9,25.41,27.17,91.5,3.07,23.5,100.86,3.51
2021,11,10,29.29,24.14,26.42,90.23,3.84,25.8,100.93,8.76
2021,11,11,28.82,23.76,25.89,90.69,4.5,24.6,100.85,6.39
2021,11,12,28.36,23.91,25.73,91.98,3.88,32.3,100.89,8.05
2021,11,13,30.08,24.31,26.84,88.99,3.06,55.7,100.85,20.08
2021,11,14,28.43,24.14,25.89,91.84,2.22,37.6,100.9,14.53
2021,11,15,30.0,23.85,26.68,89.72,2.71,87.5,100.75,10.24
2021,11,16,29.01,24.38,26.32,92.68,2.77,44.7,100.77,7.14
2021,11,17,30.74,24.11,27.04,87.64,2.54,48.9,100.83,1.85
2021,11,18,30.9,24.71,27.38,86.9,1.84,101.6,100.71,14.61
2021,11,19,30.5,24.21,27.23,87.02,1.86,28.5,100.61,1.7
2021,11,20,30.36,24.42,27.07,86.87,1.97,19.6,100.62,9.52
2021,11,21,31.38,24.18,27.43,85.62,1.65,41.6,100.72,0.53
2021,11,22,29.24,25.22,26.94,90.84,1.64,108.6,100.8,14.69
2021,11,23,29.18,23.85,26.39,90.04,3.11,35.5,100.85,2.89
2021,11,24,29.16,23.15,25.72,90.85,3.84,34.7,100.94,3.54
2021,11,25,28.85,23.63,25.81,89.72,3.63,32.0,100.93,0.98
2021,11,26,29.29,23.13,25.68,87.92,4.28,15.8,100.9,0.0
2021,11,27,26.59,22.68,24.72,89.1,4.32,20.1,100.92,0.05
2021,11,28,29.22,22.85,25.66,88.92,5.39,14.3,100.81,0.45
2021,11,29,27.61,23.83,25.64,93.05,4.4,17.8,100.72,4.09
2021,11,30,27.21,24.17,25.48,94.44,3.93,47.5,100.81,5.24
2021,12,1,27.51,22.03,24.29,88.02,4.52,32.1,101.05,0.0
2021,12,2,27.85,20.29,23.67,87.23,4.14,24.2,101.15,0.07
2021,12,3,26.86,20.77,23.06,86.0,4.33,20.1,101.27,0.73
2021,12,4,25.23,17.66,21.09,83.26,4.6,23.7,101.29,0.0
2021,12,5,26.76,17.96,21.97,85.5,4.32,7.3,101.18,0.0
2021,12,6,27.98,19.65,23.59,87.25,4.36,15.4,101.12,0.0
2021,12,7,27.68,20.23,23.41,84.78,4.26,30.4,101.19,0.0
2021,12,8,28.29,19.24,23.68,86.12,3.7,17.5,101.18,0.01
2021,12,9,28.64,21.97,24.92,87.61,3.82,30.7,101.18,0.77
2021,12,10,27.78,20.79,23.66,84.21,4.68,34.8,101.19,0.08
2021,12,11,28.27,18.55,23.29,85.68,4.1,26.8,101.19,0.0
2021,12,12,29.16,20.17,24.46,85.95,3.86,25.9,101.13,0.0
2021,12,13,28.69,21.94,24.56,82.77,5.21,31.8,101.06,0.0
2021,12,14,29.4,20.99,24.73,85.46,4.18,20.1,100.93,0.0
2021,12,15,30.21,21.79,25.75,84.53,3.34,23.4,100.84,0.0
2021,12,16,31.07,23.25,26.86,83.87,2.7,41.4,100.85,0.23
2021,12,17,30.21,23.87,26.25,84.9,3.55,44.1,100.89,0.48
2021,12,18,28.87,21.72,24.95,85.49,4.47,35.7,100.95,0.0
2021,12,19,27.34,20.56,23.51,84.79,4.41,12.8,101.02,0.0
2021,12,20,27.87,18.72,23.09,80.09,3.29,344.7,101.13,0.0
2021,12,21,29.83,20.03,25.25,76.71,1.53,14.8,101.09,0.01
2021,12,22,28.03,23.11,25.12,86.5,1.17,81.9,101.03,4.28
2021,12,23,28.28,22.87,25.17,88.46,1.26,91.1,101.0,12.31
2021,12,24,28.24,22.8,24.98,90.15,2.09,62.6,100.98,9.88
2021,12,25,28.91,22.5,24.99,88.11,2.29,31.9,101.08,0.45
2021,12,26,29.96,21.59,25.67,84.95,2.22,38.3,101.16,0.0
2021,12,27,30.24,22.41,26.0,83.8,3.44,42.0,101.21,0.38
2021,12,28,29.94,21.68,25.69,85.23,4.08,41.8,101.18,1.23
2021,12,29,30.4,21.85,25.89,83.94,4.34,46.0,101.16,0.52
2021,12,30,30.09,21.75,25.38,81.37,4.9,40.6,101.29,0.07
2021,12,31,29.58,20.08,24.52,79.95,4.59,42.8,101.31,0.0
2022,1,1,30.05,19.35,24.6,78.86,4.21,37.0,101.26,0.0
2022,1,2,30.48,20.21,25.09,79.45,4.08,40.9,101.18,0.0
2022,1,3,30.26,20.84,25.33,80.01,3.49,45.7,101.11,0.0
2022,1,4,30.88,21.1,25.67,79.82,3.02,36.6,101.09,0.0
2022,1,5,30.49,22.15,25.87,79.89,2.81,27.7,101.04,0.0
2022,1,6,31.66,22.5,26.36,78.37,3.05,54.1,101.07,0.0
2022,1,7,31.64,22.11,26.4,78.62,2.47,59.0,101.14,0.54
2022,1,8,32.03,21.13,25.76,73.84,3.67,54.1,101.13,0.16
2022,1,9,31.5,19.8,25.34,76.25,2.48,62.6,101.04,0.0
2022,1,10,32.25,21.71,26.51,76.84,1.76,83.3,101.07,0.06
2022,1,11,32.52,21.83,26.28,73.6,2.97,71.3,101.14,0.03
2022,1,12,30.97,19.36,24.89,73.92,2.76,77.2,101.24,0.22
2022,1,13,30.8,20.57,25.04,72.62,3.65,59.7,101.25,0.0
2022,1,14,30.66,18.41,24.34,68.45,3.38,73.4,101.26,0.0
2022,1,15,31.17,18.75,24.38,69.16,3.09,62.4,101.2,0.0
2022,1,16,31.79,18.7,24.81,68.72,2.34,65.7,101.19,0.0
2022,1,17,32.05,20.6,26.01,69.22,2.05,61.8,101.13,0.0
2022,1,18,31.9,22.35,26.31,69.08,3.51,68.0,101.09,0.0
2022,1,19,32.28,21.33,25.99,65.71,4.33,56.0,101.0,0.01
2022,1,20,32.66,20.61,26.14,67.28,2.59,73.5,100.94,0.12
2022,1,21,32.86,20.86,26.6,73.88,1.62,156.3,100.96,2.15
2022,1,22,33.58,22.31,27.32,72.88,2.61,180.0,100.82,0.25
2022,1,23,32.68,22.52,27.09,75.09,2.67,188.5,100.85,0.28
2022,1,24,34.15,22.75,28.34,68.29,1.0,265.7,100.8,0.04
2022,1,25,33.99,22.72,28.09,71.41,1.96,122.7,100.82,0.62
2022,1,26,33.91,23.6,28.26,70.98,1.95,131.5,100.88,0.36
2022,1,27,34.93,22.49,27.87,66.89,2.41,86.5,100.85,0.0
2022,1,28,34.72,21.14,27.96,61.86,1.43,86.5,100.88,0.0
2022,1,29,35.08,22.47,28.41,64.72,1.73,206.8,100.82,0.0
2022,1,30,34.84,23.13,28.46,72.07,3.06,197.2,100.81,0.17
2022,1,31,34.97,23.74,28.31,69.46,3.73,162.9,100.84,0.35
2022,2,1,35.24,22.21,28.23,68.46,2.72,140.6,100.87,0.05
2022,2,2,35.71,22.59,28.26,67.14,2.61,146.5,100.96,0.54
2022,2,3,35.56,22.59,28.77,68.63,1.77,127.7,100.9,0.31
2022,2,4,35.15,24.18,29.11,67.49,2.3,85.6,100.88,1.23
2022,2,5,36.0,23.48,29.18,58.26,4.18,60.4,100.96,0.0
2022,2,6,35.92,22.65,28.98,59.1,3.23,66.8,101.0,0.0
2022,2,7,36.49,24.03,29.79,61.91,2.53,102.6,100.9,0.0
2022,2,8,35.86,24.85,29.64,64.9,2.5,133.6,100.9,0.2
2022,2,9,35.16,24.35,29.37,68.07,1.73,128.6,100.89,1.93
2022,2,10,36.97,24.58,29.96,64.08,2.63,86.9,100.79,2.82
2022,2,11,36.58,24.64,29.68,66.67,1.89,135.2,100.75,2.45
2022,2,12,35.68,24.74,29.41,68.72,1.44,181.5,100.66,3.03
2022,2,13,35.77,24.64,29.54,67.11,2.27,161.6,100.56,1.05
2022,2,14,35.35,24.32,29.43,71.56,2.03,119.9,100.64,6.11
2022,2,15,35.97,24.62,29.05,71.58,3.45,116.0,100.7,10.72
2022,2,16,35.07,24.05,28.67,69.81,3.39,133.6,100.65,1.09
2022,2,17,36.69,23.0,29.34,65.86,3.4,153.1,100.61,0.32
2022,2,18,36.76,23.55,29.55,68.35,3.1,152.5,100.72,3.51
2022,2,19,36.09,23.83,29.53,68.25,2.9,177.6,100.85,1.1
2022,2,20,36.27,24.8,30.12,68.01,2.45,187.4,100.76,0.05
2022,2,21,34.99,25.2,29.4,68.69,3.09,173.3,100.86,7.61
2022,2,22,33.36,22.86,27.54,69.86,3.14,8.2,101.08,10.81
2022,2,23,35.58,22.58,28.22,59.12,4.84,42.8,101.16,1.45
2022,2,24,34.83,21.46,27.51,56.8,5.2,37.2,101.22,0.31
2022,2,25,31.73,22.37,26.7,62.19,4.79,43.0,101.24,0.0
2022,2,26,35.43,22.42,28.77,58.29,4.05,49.1,101.09,0.0
2022,2,27,36.96,23.84,29.99,57.5,3.36,78.9,100.99,0.0
2022,2,28,36.96,25.1,30.66,59.91,1.34,70.9,100.94,0.0
2022,3,1,37.53,24.94,30.95,58.56,1.87,109.0,100.91,0.03
2022,3,2,34.54,24.8,29.17,67.21,1.78,166.4,100.95,7.88
2022,3,3,37.98,25.19,31.02,59.5,1.57,46.7,100.83,0.1
2022,3,4,38.03,24.74,30.95,62.02,2.44,170.8,100.77,1.7
2022,3,5,34.3,24.8,28.88,73.13,3.78,175.6,100.78,8.69
2022,3,6,34.4,25.0,29.04,71.18,2.89,154.0,100.79,1.37
2022,3,7,36.88,25.18,30.19,65.28,1.99,140.5,100.82,1.78
2022,3,8,37.01,24.39,30.21,58.19,1.91,115.5,100.81,0.14
2022,3,9,36.82,24.24,30.33,61.49,1.5,297.1,100.77,0.0
2022,3,10,36.1,24.63,30.19,63.69,2.13,172.5,100.68,1.07
2022,3,11,37.06,24.17,30.44,60.78,2.19,129.5,100.6,0.01
2022,3,12,37.68,24.64,30.71,58.3,2.26,89.0,100.53,0.11
2022,3,13,36.19,25.48,30.37,63.33,2.77,170.8,100.57,0.09
2022,3,14,34.82,25.96,29.96,69.28,2.37,160.7,100.65,1.64
2022,3,15,37.57,25.0,31.03,63.42,2.96,159.8,100.53,1.21
2022,3,16,34.64,25.2,29.51,69.64,3.27,185.3,100.54,1.95
2022,3,17,36.04,25.66,30.76,63.1,1.9,161.4,100.56,0.09
2022,3,18,32.94,25.76,28.98,72.24,2.03,210.5,100.58,8.51
2022,3,19,35.94,25.9,30.24,69.94,1.57,126.9,100.49,9.33
2022,3,20,36.08,25.07,29.68,68.41,2.93,122.6,100.67,4.28
2022,3,21,33.42,24.38,28.21,77.89,3.04,157.5,100.82,21.93
2022,3,22,31.4,25.14,27.68,81.93,2.99,155.0,100.87,9.27
2022,3,23,34.67,23.99,28.87,72.89,2.71,156.8,100.83,5.02
2022,3,24,34.7,25.01,29.28,73.22,2.72,165.6,100.75,1.22
2022,3,25,36.19,25.16,29.92,72.38,3.45,166.9,100.83,3.1
2022,3,26,35.61,25.19,30.4,68.97,1.7,168.1,100.88,0.44
2022,3,27,33.49,25.26,29.23,77.05,2.3,185.8,100.85,21.27
2022,3,28,30.68,25.71,28.0,82.04,2.0,150.9,100.86,4.04
2022,3,29,33.16,24.68,28.78,74.31,1.87,147.4,100.81,0.86
2022,3,30,33.9,25.73,28.85,72.84,2.25,321.8,100.77,0.13
2022,3,31,33.57,24.77,28.71,72.75,2.16,109.9,100.68,10.96
2022,4,1,28.61,25.82,26.96,88.45,3.86,182.0,100.69,13.26
2022,4,2,33.12,24.75,28.32,78.11,3.14,120.5,100.94,12.11
2022,4,3,32.75,22.33,26.89,75.82,4.43,36.8,101.03,18.93
2022,4,4,31.39,22.07,26.22,76.61,4.67,32.7,101.14,2.16
2022,4,5,33.11,22.62,27.93,74.23,3.35,42.6,101.1,6.41
2022,4,6,34.54,24.05,29.17,71.1,2.48,58.6,100.97,1.14
2022,4,7,34.22,24.93,28.75,71.52,2.63,78.3,100.9,0.29
2022,4,8,33.88,23.96,28.37,73.02,1.79,60.2,100.86,10.73
2022,4,9,34.44,24.01,29.18,70.11,1.86,316.7,100.71,0.01
2022,4,10,35.05,24.86,29.46,71.58,1.69,200.2,100.69,0.01
2022,4,11,33.96,25.11,29.08,75.39,3.28,191.7,100.68,0.2
2022,4,12,35.12,24.58,29.42,73.48,3.3,200.2,100.58,0.0
2022,4,13,35.48,24.87,29.76,73.28,3.15,204.4,100.51,0.0
2022,4,14,34.73,25.53,29.73,75.01,3.08,201.1,100.49,0.02
2022,4,15,33.81,25.75,29.45,75.55,3.08,183.3,100.55,0.03
2022,4,16,32.36,25.97,28.54,78.56,2.64,184.2,100.61,1.17
2022,4,17,36.08,24.66,29.73,70.73,3.01,146.7,100.64,1.67
2022,4,18,33.27,24.69,28.77,77.26,2.54,144.7,100.76,6.95
2022,4,19,36.27,24.42,29.73,67.18,2.16,68.0,100.83,2.07
2022,4,20,34.14,24.78,28.93,71.89,1.83,193.9,100.77,6.93
2022,4,21,34.27,24.7,29.22,74.52,2.63,159.2,100.75,1.92
2022,4,22,32.03,25.1,28.34,79.19,2.3,128.6,100.8,2.55
2022,4,23,35.53,24.2,29.65,71.55,2.71,162.4,100.69,0.04
2022,4,24,31.93,25.62,28.27,76.2,3.01,169.4,100.64,0.04
2022,4,25,34.02,24.56,29.26,72.53,2.22,168.1,100.58,0.33
2022,4,26,34.77,25.47,29.91,72.75,2.61,208.3,100.57,0.09
2022,4,27,35.52,26.09,30.66,70.65,1.87,224.2,100.5,0.02
2022,4,28,33.88,26.67,29.66,75.3,3.97,166.6,100.61,3.1
2022,4,29,34.24,25.47,29.25,76.22,1.18,180.6,100.64,20.28
2022,4,30,34.63,25.0,29.26,75.49,2.39,156.7,100.47,2.77
2022,5,1,32.78,25.52,28.63,78.93,3.6,186.7,100.46,2.34
2022,5,2,32.86,25.46,28.75,79.3,3.65,189.3,100.53,2.01
2022,5,3,32.67,24.99,28.3,80.54,2.51,121.8,100.71,11.23
2022,5,4,34.04,23.49,28.45,76.51,2.01,38.7,100.77,3.85
2022,5,5,33.06,25.02,28.62,77.38,2.68,114.5,100.62,0.69
2022,5,6,33.25,25.24,28.74,80.24,2.88,140.2,100.57,1.88
2022,5,7,34.55,25.36,29.19,78.12,2.83,131.4,100.6,2.39
2022,5,8,33.37,24.87,28.67,79.67,3.38,132.6,100.64,6.75
2022,5,9,31.08,25.32,27.89,83.62,2.81,147.4,100.68,2.57
2022,5,10,35.75,24.98,29.82,74.65,2.84,164.0,100.63,2.27
2022,5,11,33.59,25.63,29.26,78.2,2.55,195.6,100.65,4.92
2022,5,12,33.52,25.75,29.19,78.9,2.67,216.9,100.62,3.58
2022,5,13,34.86,25.51,29.77,76.93,2.78,218.8,100.52,0.49
2022,5,14,34.35,25.67,29.73,75.8,2.71,211.8,100.63,0.55
2022,5,15,34.91,26.72,30.05,74.47,3.34,208.8,100.7,1.44
2022,5,16,29.99,26.37,28.04,85.21,2.73,257.1,100.73,17.33
2022,5,17,34.63,24.94,29.33,75.33,1.57,215.8,100.68,4.95
2022,5,18,31.69,25.34,28.03,82.69,2.33,216.0,100.78,7.28
2022,5,19,29.52,24.86,26.85,86.9,2.41,234.6,100.86,38.34
2022,5,20,31.93,23.95,27.77,81.11,3.24,251.8,100.71,1.94
2022,5,21,29.65,24.83,26.9,87.15,3.45,223.2,100.58,2.11
2022,5,22,30.78,24.56,27.0,84.52,4.54,226.4,100.36,4.82
2022,5,23,28.99,24.12,26.05,87.89,3.27,233.7,100.5,19.08
2022,5,24,33.77,23.49,28.24,76.89,3.0,259.3,100.71,0.31
2022,5,25,33.74,24.9,28.69,77.72,3.1,278.1,100.69,0.0
2022,5,26,32.05,25.47,27.89,79.59,3.88,243.4,100.58,0.04
2022,5,27,28.99,24.61,26.4,86.71,3.65,239.8,100.46,7.94
2022,5,28,30.56,23.61,26.8,83.12,4.47,222.3,100.48,19.83
2022,5,29,32.2,24.21,27.86,81.37,3.48,238.7,100.5,0.43
2022,5,30,30.06,24.58,27.35,85.25,2.72,228.3,100.5,4.18
2022,5,31,32.09,24.22,28.03,85.49,2.38,227.5,100.42,30.11
2022,6,1,31.55,25.16,28.24,85.16,2.45,209.2,100.48,0.34
2022,6,2,30.6,25.69,27.79,88.1,2.74,210.6,100.56,7.3
2022,6,3,30.1,25.08,27.15,89.1,3.52,209.4,100.67,7.04
2022,6,4,29.59,23.92,26.4,88.94,2.65,220.0,100.79,5.83
2022,6,5,32.01,23.2,27.43,84.47,2.63,231.6,100.64,0.78
2022,6,6,32.42,24.25,28.17,83.48,2.7,266.9,100.54,0.66
2022,6,7,32.46,25.05,28.5,81.49,2.2,272.4,100.56,0.05
2022,6,8,32.23,24.54,28.38,79.05,1.55,296.4,100.63,0.01
2022,6,9,33.77,25.12,29.51,74.12,1.22,291.8,100.59,0.02
2022,6,10,30.82,26.05,27.95,83.98,1.31,237.0,100.62,6.62
2022,6,11,32.03,24.87,28.23,81.65,1.98,286.8,100.65,19.78
2022,6,12,30.05,24.53,26.95,87.51,2.61,232.1,100.73,42.0
2022,6,13,32.5,23.56,28.03,81.13,1.89,236.6,100.66,0.02
